FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0001074,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001075,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001076,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001077,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001078,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001079,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001080,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001081,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001082,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001083,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001085,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001086,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001084,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001087,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001088,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001089,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001090,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001091,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001092,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001095,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001096,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001097,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001093,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001098,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001094,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001099,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001100,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001101,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001102,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001103,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001104,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001105,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001106,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001107,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001108,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001109,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001110,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001111,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001112,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001113,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001114,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001115,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001116,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001118,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001119,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001117,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001120,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001121,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001122,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001123,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001124,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001125,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001126,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001127,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001128,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001129,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001130,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001131,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001132,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001133,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001134,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001135,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001138,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001139,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001136,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001137,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001140,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001141,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001142,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001143,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001144,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001146,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001147,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001148,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001149,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001145,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001150,76605,-Ppj,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Statherian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001151,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001152,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001153,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001154,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001155,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001156,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001157,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001158,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001159,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001163,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001161,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001160,76592,-Pmn,LMs,Paleoproterozoic to Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001162,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001164,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001165,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001166,76591,-Pmqx,LMn,Paleoproterozoic to Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Calymmian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0001167,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001168,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001169,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001170,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001171,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001172,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0001173,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001174,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001175,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0001176,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001177,76576,-Ppwd,Ld,Paleoproterozoic mafic-ultramafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive and igneous ultramafic intrusive,gabbroic_rock
GA_GUP2.5M_0001178,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001179,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001180,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001181,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001182,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001183,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001184,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001185,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001186,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001187,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001188,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001189,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001190,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0001191,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001192,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001193,76534,C,Cs,Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Carboniferous,Serpukhovian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001195,76647,-Pmd,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Mesoproterozoic,sedimentary,sedimentary_rock
GA_GUP2.5M_0001194,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001196,76533,CPg,CPg,Carboniferous to Permian granites,Mainly felsic intrusive rocks,Carboniferous,Cisuralian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0001197,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001198,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001199,76570,-Ppwb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Orosirian,igneous mafic volcanic,basalt
GA_GUP2.5M_0001200,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001201,76519,Elb,Eb,Early Cambrian mafic volcanics,Mainly basaltic rocks,Cambrian,CambrianSeries2,igneous mafic volcanic,basalt
GA_GUP2.5M_0001202,76672,-Pnp,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ediacaran,sedimentary,sedimentary_rock
GA_GUP2.5M_0001203,76654,-Pmh,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Calymmian,sedimentary,sedimentary_rock
GA_GUP2.5M_0001204,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
